id,day,date,slphrs,weath,lteq,pss,se,swls,evalday,posaff,negaff,TEMP,HUM,WIND,BAR,PREC
248,1,20-Mar-09,10,3,9,3.25,3,4.2,1,2.1,3.6,35,0.48,6,30.2,0
248,2,21-Mar-09,11,2,6,2,3,2.8,1,2.7,2,34,0.42,7,30.41,0
248,3,22-Mar-09,10,2,6,2.75,2,2.4,1,2.2,2.8,42,0.46,5,30.4,0
248,4,23-Mar-09,5,1,6,2.75,2,1.2,0,1.4,3,35,0.36,10,30.35,0
248,5,24-Mar-09,9,1,3,2.75,3,1.4,1,1.8,1.6,32,0.35,8,30.43,0
248,6,25-Mar-09,8,2,11,3.25,3,2.8,1,2.1,2.5,42,0.24,3,30.35,0
248,7,26-Mar-09,7,2,6,2.25,2,2.8,1,1.9,3.5,39,0.8,8,30.07,0.29
249,0,19-Mar-09,7,3,20,3.75,4,6.4,1,6.1,1.9,48,0.58,7,30,0.01
249,1,20-Mar-09,6,3,23,2.5,4,5,1,5.1,2.3,35,0.48,6,30.2,0
249,2,21-Mar-09,8,3,17,2.5,3,3.8,1,4.9,2.5,34,0.42,7,30.41,0
249,3,22-Mar-09,6,,0,2.75,4,6.2,1,5.6,2.1,42,0.46,5,30.4,0
249,4,23-Mar-09,7,2,36,2.5,4,3.8,1,4.4,1.9,35,0.36,10,30.35,0
249,5,24-Mar-09,8,2,34,2,2,3.4,1,5.3,2.2,32,0.35,8,30.43,0
249,6,25-Mar-09,6,3,19,3,4,4.4,1,5.2,1.8,42,0.24,3,30.35,0
249,7,26-Mar-09,8,3,19,2.5,4,5,1,5.4,3.8,39,0.8,8,30.07,0.29
301,0,23-Mar-09,8,0,11,2.25,4,4.8,1,4.2,2.4,35,0.36,10,30.35,0
301,1,24-Mar-09,9,0,36,3,4,6.4,1,5.9,2,32,0.35,8,30.43,0
301,2,25-Mar-09,7.5,0,31,2.5,3,4,0,2.9,3.9,42,0.24,3,30.35,0
301,3,26-Mar-09,7,0,25,3,5,4,1,3.4,2.2,39,0.8,8,30.07,0.29
301,4,27-Mar-09,6,4,21,2.75,4,6,1,5.3,2.3,44,0.79,6,29.93,0
301,5,28-Mar-09,8,2,10,2.25,5,3.4,1,3.3,2.3,47,0.86,3,29.95,0.04
301,6,29-Mar-09,8,2,30,2,4,4.4,1,2.9,1.8,48,0.9,10,29.54,0.12
301,7,30-Mar-09,8,0,47,2.75,4,4.8,1,3.7,2.8,36,0.74,18,29.71,0
302,0,23-Mar-09,11,2,11,2.75,4,4.6,1,4.7,3.3,35,0.36,10,30.35,0
302,1,24-Mar-09,8.5,2,18,2.25,4,3.2,0,4.3,3.9,32,0.35,8,30.43,0
302,2,25-Mar-09,7.5,3,12,1.75,3,3,0,2.9,4,42,0.24,3,30.35,0
302,3,26-Mar-09,11,0,6,2,3,3.8,1,3.6,3.6,39,0.8,8,30.07,0.29
302,4,27-Mar-09,7,4,18,3,4,6.2,1,5.8,2.1,44,0.79,6,29.93,0
302,5,28-Mar-09,11,1,20,2.5,3,3.2,1,4.4,2.8,47,0.86,3,29.95,0.04
302,6,29-Mar-09,5,0,3,1.25,2,1.8,1,3,4.1,48,0.9,10,29.54,0.12
302,7,30-Mar-09,8,1,6,2,3,3.8,0,3.6,3.2,36,0.74,18,29.71,0
303,0,23-Mar-09,7,2,9,3,4,5.2,1,5.6,2,35,0.36,10,30.35,0
303,1,24-Mar-09,8,2,3,3.75,5,5.2,0,5.9,1.7,32,0.35,8,30.43,0
303,2,25-Mar-09,9,2,12,3.25,5,5.8,1,6.1,1.4,42,0.24,3,30.35,0
303,3,26-Mar-09,7,1,3,3.75,5,5.6,0,5.8,2.2,39,0.8,8,30.07,0.29
303,4,27-Mar-09,8,4,3,4,5,6,1,6.3,1.1,44,0.79,6,29.93,0
303,5,28-Mar-09,9,3,3,4,5,5.4,1,6.1,1,47,0.86,3,29.95,0.04
303,6,29-Mar-09,9,3,3,3,5,5.4,1,6.1,1.3,48,0.9,10,29.54,0.12
303,7,30-Mar-09,5,1,12,3.75,5,5.6,0,6.4,1.1,36,0.74,18,29.71,0
304,0,23-Mar-09,7,2,14,3,4,4.8,1,2.6,1.9,35,0.36,10,30.35,0
304,1,24-Mar-09,7,2,30,3,5,3.8,1,3.6,2.9,32,0.35,8,30.43,0
304,2,25-Mar-09,7,4,21,3,5,6.6,0,5.2,1.6,42,0.24,3,30.35,0
304,3,26-Mar-09,7,1,35,3.25,4,4.6,0,3.7,1.8,39,0.8,8,30.07,0.29
304,4,27-Mar-09,7,4,44,4,4,7,1,4.9,1.1,44,0.79,6,29.93,0
304,5,28-Mar-09,5,2,20,3.5,4,6,1,3,1.3,47,0.86,3,29.95,0.04
304,6,29-Mar-09,8,0,6,3.25,4,3.4,1,2.8,1.8,48,0.9,10,29.54,0.12
304,7,30-Mar-09,5,0,6,2.75,4,3.6,1,2.8,1.3,36,0.74,18,29.71,0
305,0,23-Mar-09,9,2,0,2.75,4,3.2,0,3.7,2.1,35,0.36,10,30.35,0
305,1,24-Mar-09,9,3,0,2.75,5,3.6,0,4.8,1.3,32,0.35,8,30.43,0
305,2,25-Mar-09,9,1,0,1.75,2,5,1,4.5,1,42,0.24,3,30.35,0
305,3,26-Mar-09,6,0,0,1.75,3,3.8,1,3.5,1.2,39,0.8,8,30.07,0.29
305,4,27-Mar-09,5,3,0,2.25,3,2.2,1,3.7,2.4,44,0.79,6,29.93,0
305,5,28-Mar-09,6,2,0,2,1,2.6,1,4,2,47,0.86,3,29.95,0.04
305,6,29-Mar-09,8,1,0,1.75,2,4.2,1,3.6,1.1,48,0.9,10,29.54,0.12
305,7,30-Mar-09,10,4,0,2.25,4,4.8,0,3.5,1.3,36,0.74,18,29.71,0
306,0,23-Mar-09,10,2,9,3.5,2,5.8,0,5.4,1.6,35,0.36,10,30.35,0
306,1,24-Mar-09,9,2,3,2.5,3,4.4,1,3.6,1.5,32,0.35,8,30.43,0
306,2,25-Mar-09,10,1,3,2,3,2.2,1,1.7,3,42,0.24,3,30.35,0
306,3,26-Mar-09,9,0,3,3.5,3,5.2,0,3.1,1.9,39,0.8,8,30.07,0.29
306,4,27-Mar-09,10,4,6,4,4,7,0,4.2,1,44,0.79,6,29.93,0
306,5,28-Mar-09,9,2,0,4,3,6.2,1,3.6,1.2,47,0.86,3,29.95,0.04
306,6,29-Mar-09,8,1,0,3.75,3,4.8,1,3.2,1.1,48,0.9,10,29.54,0.12
306,7,30-Mar-09,8,1,6,3.25,2,3.8,0,1.9,2.6,36,0.74,18,29.71,0
307,0,23-Mar-09,8,3,9,2.75,3,4,,,,35,0.36,10,30.35,0
307,1,24-Mar-09,7,3,14,3.25,3,4.2,1,4.2,2,32,0.35,8,30.43,0
307,2,25-Mar-09,8,2,9,3.5,3,5,1,3.5,2.2,42,0.24,3,30.35,0
307,3,26-Mar-09,8,3,0,3.5,2,4.2,1,2.8,1.7,39,0.8,8,30.07,0.29
307,4,27-Mar-09,8,0,9,3.5,3,6,1,4.1,1.2,44,0.79,6,29.93,0
307,5,28-Mar-09,6,0,0,3.5,2,4,1,2.7,1.2,47,0.86,3,29.95,0.04
307,6,29-Mar-09,5,0,0,3,2,3,1,2.2,2.1,48,0.9,10,29.54,0.12
307,7,30-Mar-09,7,0,9,2.25,2,4,1,1.7,1.6,36,0.74,18,29.71,0
308,0,23-Mar-09,5,3,3,3,4,4.8,,,,35,0.36,10,30.35,0
308,1,24-Mar-09,10,4,5,3,4,5.2,1,5.2,1.5,32,0.35,8,30.43,0
308,2,25-Mar-09,9,2,5,2.75,4,4.2,1,4.1,1.5,42,0.24,3,30.35,0
308,3,26-Mar-09,8,1,0,3.5,3,2.8,1,4.2,2.1,39,0.8,8,30.07,0.29
308,4,27-Mar-09,9,3,5,2.5,4,5.2,1,5.2,2,44,0.79,6,29.93,0
308,5,28-Mar-09,9,0,0,2.25,3,2.6,1,3.8,2.7,47,0.86,3,29.95,0.04
308,6,29-Mar-09,9,0,9,2.5,3,2.4,1,2.2,2,48,0.9,10,29.54,0.12
308,7,30-Mar-09,7,1,0,3.25,3,3.6,0,4,2.2,36,0.74,18,29.71,0
309,0,23-Mar-09,7,4,6,2.75,2,5.4,0,4.8,2.5,35,0.36,10,30.35,0
309,1,24-Mar-09,5,3,9,3.25,3,4.6,1,4.275,1.375,32,0.35,8,30.43,0
309,2,25-Mar-09,9,4,15,3.25,3,4.4,1,4,1,42,0.24,3,30.35,0
309,3,26-Mar-09,6,0,12,3,4,4.2,1,5.1,1.2,39,0.8,8,30.07,0.29
309,4,27-Mar-09,7,4,15,3.25,2,5.2,1,5.3,1,44,0.79,6,29.93,0
309,5,28-Mar-09,6,2,17,2.75,3,1.6,1,3.4,1.2,47,0.86,3,29.95,0.04
309,6,29-Mar-09,6,0,9,2.5,3,1.4,1,1.8,2.2,48,0.9,10,29.54,0.12
309,7,30-Mar-09,7,0,9,2.75,3,5.6,1,3.4,2,36,0.74,18,29.71,0
310,0,23-Mar-09,9,3,12,2.75,3,4.4,1,4.9,1.5,35,0.36,10,30.35,0
310,1,24-Mar-09,6,3,12,3,3,4.6,1,4.9,1.7,32,0.35,8,30.43,0
310,2,25-Mar-09,8,3,3,2.5,3,3.2,0,4.2,1.9,42,0.24,3,30.35,0
310,3,26-Mar-09,6,1,21,3.25,3,4.2,,4.2,2,39,0.8,8,30.07,0.29
310,4,27-Mar-09,8,4,12,3.5,4,4.2,1,4.6,1.1,44,0.79,6,29.93,0
310,5,28-Mar-09,6,4,3,3.5,3,4.4,1,5.3,1.5,47,0.86,3,29.95,0.04
310,6,29-Mar-09,7,3,3,3.5,3,3.5,1,4,1.4,48,0.9,10,29.54,0.12
310,7,30-Mar-09,10,1,3,2.5,3,3.8,0,4.3,1.2,36,0.74,18,29.71,0
311,0,23-Mar-09,5,1,9,2,4,2.6,0,2.3,3.3,35,0.36,10,30.35,0
311,1,24-Mar-09,8,2,9,2.75,4,4.2,0,3.5,2.7,32,0.35,8,30.43,0
311,2,25-Mar-09,9,2,6,2.25,4,3.8,1,3,2.5,42,0.24,3,30.35,0
311,3,26-Mar-09,9,0,14,3,4,3,1,3.3,2.1,39,0.8,8,30.07,0.29
311,4,27-Mar-09,6,3,6,2.25,3,4.6,1,3.6,1.8,44,0.79,6,29.93,0
311,5,28-Mar-09,7,0,3,3.5,4,5,1,5.7,2,47,0.86,3,29.95,0.04
311,6,29-Mar-09,5,0,0,2.5,3,1.8,1,2.9,2.6,48,0.9,10,29.54,0.12
311,7,30-Mar-09,5,1,9,2,3,2,1,2.4,3.2,36,0.74,18,29.71,0
312,0,23-Mar-09,7,4,9,2.5,3,4,1,4.3,3.2,35,0.36,10,30.35,0
312,2,25-Mar-09,6.5,2,18,2.75,4,3.6,1,4.2,2.6,42,0.24,3,30.35,0
312,3,26-Mar-09,7,3,9,2,3,3.6,1,4.4,2.7,39,0.8,8,30.07,0.29
312,4,27-Mar-09,6,4,14,1.666666667,3,1.6,0,3.1,3.7,44,0.79,6,29.93,0
312,5,28-Mar-09,7,2,9,2.25,3,3.4,1,2.9,2.9,47,0.86,3,29.95,0.04
312,6,29-Mar-09,10,2,9,1.75,2,3.6,1,2.7,1.8,48,0.9,10,29.54,0.12
312,7,30-Mar-09,7,3,12,1.25,1,2.2,0,2.8,2.6,36,0.74,18,29.71,0
313,0,23-Mar-09,6,2,5,1.5,3,1.6,0,2.3,2.7,35,0.36,10,30.35,0
313,1,24-Mar-09,9,2,8,2.5,4,2.8,1,2.6,3.475,32,0.35,8,30.43,0
313,2,25-Mar-09,8,2,14,3.25,3,4.6,0,4.5,2.8,42,0.24,3,30.35,0
313,3,26-Mar-09,7,0,17,2.25,5,2.6,1,3.4,3.5,39,0.8,8,30.07,0.29
313,4,27-Mar-09,9,0,8,2.5,4,4.4,1,2.6,2.6,44,0.79,6,29.93,0
313,5,28-Mar-09,7,1,3,3,4,3.8,1,3.2,1.7,47,0.86,3,29.95,0.04
313,6,29-Mar-09,5,1,8,3,5,4.8,1,3.1,1.4,48,0.9,10,29.54,0.12
313,7,30-Mar-09,6,0,17,2,4,4.8,1,4.1,1.7,36,0.74,18,29.71,0
314,0,23-Mar-09,7,3,27,2.5,5,5.8,1,5.6,1.9,35,0.36,10,30.35,0
314,1,24-Mar-09,9,3,27,1.5,3,1.4,1,3.6,3.3,32,0.35,8,30.43,0
314,2,25-Mar-09,7,3,15,1.75,4,2,0,2.3,4.1,42,0.24,3,30.35,0
314,3,26-Mar-09,7,4,6,2,4,3.8,1,3.2,3.1,39,0.8,8,30.07,0.29
314,4,27-Mar-09,5,0,9,2.5,4,3.8,1,2.1,2.2,44,0.79,6,29.93,0
314,5,28-Mar-09,6,2,6,1.5,3,2.8,1,2.9,2.625,47,0.86,3,29.95,0.04
314,6,29-Mar-09,6,2,15,1.5,4,2.4,1,2,2.6,48,0.9,10,29.54,0.12
314,7,30-Mar-09,7,3,12,2,4,2.4,1,2.7,2.7,36,0.74,18,29.71,0
315,0,23-Mar-09,11,3,17,0.75,3,4,1,2.6,5.1,35,0.36,10,30.35,0
315,1,24-Mar-09,4.5,4,44,1,3,4.8,1,2.6,4.6,32,0.35,8,30.43,0
315,2,25-Mar-09,7,3,53,2.25,4,4,0,3.7,4.8,42,0.24,3,30.35,0
315,3,26-Mar-09,11,2,31,2,4,3.2,0,4.3,3.1,39,0.8,8,30.07,0.29
315,4,27-Mar-09,9,4,37,1.75,3,5.2,1,5.7,2.6,44,0.79,6,29.93,0
315,5,28-Mar-09,6,1,34,2.75,4,3.8,1,3.9,3.2,47,0.86,3,29.95,0.04
315,6,29-Mar-09,12,2,37,2.5,4,4.2,1,5.8,3.1,48,0.9,10,29.54,0.12
315,7,30-Mar-09,9,1,37,2,3,4.6,0,4.2,2.6,36,0.74,18,29.71,0
316,0,23-Mar-09,7,3,28,2.75,3,4.6,1,3.4,3.7,35,0.36,10,30.35,0
316,1,24-Mar-09,8,4,29,3,3,6.2,1,5.2,2.7,32,0.35,8,30.43,0
316,2,25-Mar-09,9,0,41,2.75,4,5.4,0,5.2,3.1,42,0.24,3,30.35,0
316,3,26-Mar-09,9,0,22,3,3,3.6,0,4.5,2.1,39,0.8,8,30.07,0.29
316,4,27-Mar-09,7,4,15,3,4,5.2,1,4.6,2.3,44,0.79,6,29.93,0
316,5,28-Mar-09,9,0,9,3,4,4.4,1,4.2,1.5,47,0.86,3,29.95,0.04
316,6,29-Mar-09,8,0,6,1.25,3,3.4,1,2.8,2.6,48,0.9,10,29.54,0.12
316,7,30-Mar-09,8,0,35,2.5,3,4.8,0,4.3,2.2,36,0.74,18,29.71,0
317,0,23-Mar-09,7,3,12,2.5,4,4.6,0,5,1.9,35,0.36,10,30.35,0
317,1,24-Mar-09,8,4,15,3.5,4,5.6,1,4.8,3,32,0.35,8,30.43,0
317,2,25-Mar-09,5,2,6,3.25,4,4.8,1,4.7,1.7,42,0.24,3,30.35,0
317,4,27-Mar-09,7,3,6,3.5,4,4.6,1,4.6,1,44,0.79,6,29.93,0
317,5,28-Mar-09,,2,12,3,3,4,1,4.5,1.2,47,0.86,3,29.95,0.04
317,6,29-Mar-09,10,1,6,3,3,3.4,1,3.3,1.6,48,0.9,10,29.54,0.12
317,7,30-Mar-09,6,1,15,2.75,3,3.8,1,3.8,2,36,0.74,18,29.71,0
318,0,23-Mar-09,8.5,2,12,3.5,1,4.4,0,4.725,2,35,0.36,10,30.35,0
318,1,24-Mar-09,10,2,15,3,5,4,0,5.1,2.7,32,0.35,8,30.43,0
318,2,25-Mar-09,8,2,27,3.25,4,5.6,1,6,1.9,42,0.24,3,30.35,0
318,3,26-Mar-09,8.5,1,21,2.75,3,2.4,1,5.2,2,39,0.8,8,30.07,0.29
318,4,27-Mar-09,8,4,18,3.25,5,6.4,0,5.9,1.9,44,0.79,6,29.93,0
318,5,28-Mar-09,10,3,9,3.5,5,7,1,5.7,1.7,47,0.86,3,29.95,0.04
318,6,29-Mar-09,9,3,9,3.5,5,4,1,5.2,2.1,48,0.9,10,29.54,0.12
318,7,30-Mar-09,9,2,30,3.5,5,4.6,0,5.4,1.3,36,0.74,18,29.71,0
319,0,23-Mar-09,8,2,35,1.5,4,4,1,4.2,3.2,35,0.36,10,30.35,0
320,0,23-Mar-09,,3,3,1.75,3,3.4,0,2.1,3.8,35,0.36,10,30.35,0
320,1,24-Mar-09,8,3,6,3,3,5,1,4.7,1.6,32,0.35,8,30.43,0
320,2,25-Mar-09,9,2,6,1.75,3,2.8,0,3.1,2.9,42,0.24,3,30.35,0
320,3,26-Mar-09,7,0,9,2.25,3,2.4,1,2.4,2.1,39,0.8,8,30.07,0.29
320,4,27-Mar-09,9,4,8,3.5,4,6,1,5.5,1.4,44,0.79,6,29.93,0
320,5,28-Mar-09,8,1,8,2.75,3,2.6,1,2.4,2.9,47,0.86,3,29.95,0.04
320,6,29-Mar-09,8,1,9,2.5,3,2,1,2.3,2.7,48,0.9,10,29.54,0.12
320,7,30-Mar-09,8,1,8,2.75,3,4.2,1,3.3,2.1,36,0.74,18,29.71,0
321,0,23-Mar-09,6,2,24,1.5,2,2.6,1,2.7,3.6,35,0.36,10,30.35,0
321,1,24-Mar-09,6,0,30,2.5,3,4.4,1,2.6,2.8,32,0.35,8,30.43,0
321,2,25-Mar-09,8,1,24,2.25,2,2.8,1,3.1,1.5,42,0.24,3,30.35,0
321,3,26-Mar-09,7,0,33,2.5,1,3.6,1,2.5,3.3,39,0.8,8,30.07,0.29
321,4,27-Mar-09,5,2,33,2,1,2.8,0,1.9,2.6,44,0.79,6,29.93,0
321,5,28-Mar-09,10,2,15,2.25,2,3.2,1,3.8,1.8,47,0.86,3,29.95,0.04
321,6,29-Mar-09,8,1,9,2,1,4.2,1,2.8,1.7,48,0.9,10,29.54,0.12
321,7,30-Mar-09,5,0,33,2.25,1,3.8,0,3,1.4,36,0.74,18,29.71,0
322,0,23-Mar-09,4.5,1,8,1.25,2,2.2,0,2.4,4.6,35,0.36,10,30.35,0
322,1,24-Mar-09,8,2,8,2.25,4,3.4,1,3.7,3.2,32,0.35,8,30.43,0
322,2,25-Mar-09,3,1,12,2.75,3,3.2,0,3,3.9,42,0.24,3,30.35,0
322,3,26-Mar-09,9,1,3,2.75,3,4.2,0,4.2,3.4,39,0.8,8,30.07,0.29
322,4,27-Mar-09,7,2,8,2.25,3,4.2,1,3.7,2.3,44,0.79,6,29.93,0
322,5,28-Mar-09,7,1,3,2.5,3,4,1,3.7,2.8,47,0.86,3,29.95,0.04
322,6,29-Mar-09,6,2,8,2.5,3,4,1,3.6,2.5,48,0.9,10,29.54,0.12
322,7,30-Mar-09,,,0,,,,,,,36,0.74,18,29.71,0
323,0,23-Mar-09,8,2,8,2.5,4,4.4,1,3.1,2.8,35,0.36,10,30.35,0
323,1,24-Mar-09,7,2,8,2.25,3,3.8,1,3.4,3.3,32,0.35,8,30.43,0
323,2,25-Mar-09,8,2,17,2.333333333,2,3.4,1,3.9,3.9,42,0.24,3,30.35,0
323,3,26-Mar-09,8,3,8,1.75,2,3,1,2.8,2.8,39,0.8,8,30.07,0.29
323,4,27-Mar-09,6,3,8,2.333333333,3,3.4,1,3.1,3.2,44,0.79,6,29.93,0
323,5,28-Mar-09,7,2,8,1.75,4,3.6,1,2.3,3,47,0.86,3,29.95,0.04
323,6,29-Mar-09,5,1,3,1.5,2,2.2,1,2.4,3.1,48,0.9,10,29.54,0.12
323,7,30-Mar-09,6,1,17,1.5,3,2,0,2.1,3.5,36,0.74,18,29.71,0
324,0,23-Mar-09,4,2,40,2.25,4,3.6,1,4.4,2,35,0.36,10,30.35,0
324,1,24-Mar-09,9,3,38,2.75,3,4.6,1,4.7,1.5,32,0.35,8,30.43,0
324,2,25-Mar-09,4,1,,1.75,4,2,1,2.8,3.8,42,0.24,3,30.35,0
324,3,26-Mar-09,7,2,,2.5,4,4.6,1,4.5,1.4,39,0.8,8,30.07,0.29
324,4,27-Mar-09,4,4,58,3,4,4.8,1,4.8,1.7,44,0.79,6,29.93,0
324,5,28-Mar-09,4,1,,2.5,4,4.8,1,4.8,1.3,47,0.86,3,29.95,0.04
324,6,29-Mar-09,5,0,,3,4,4.6,1,3.5,2.5,48,0.9,10,29.54,0.12
324,7,30-Mar-09,4,0,,1.75,3,3,0,3.4,2.8,36,0.74,18,29.71,0
325,0,23-Mar-09,5,3,9,3.5,3,4.2,0,4.2,3.7,35,0.36,10,30.35,0
325,1,24-Mar-09,8,2,26,3,3,4.6,0,5.2,3.2,32,0.35,8,30.43,0
325,2,25-Mar-09,7,1,12,2.75,3,3,1,4.2,3.3,42,0.24,3,30.35,0
325,3,26-Mar-09,7,1,21,3.75,5,6.8,0,6,1.8,39,0.8,8,30.07,0.29
325,4,27-Mar-09,7,3,27,2.5,3,4.6,0,4.3,2,44,0.79,6,29.93,0
325,5,28-Mar-09,11,2,15,3,3,4.4,1,3.2,1.9,47,0.86,3,29.95,0.04
325,6,29-Mar-09,10,1,15,3.25,2,3.8,1,3,2,48,0.9,10,29.54,0.12
325,7,30-Mar-09,7,1,18,3.25,3,4.2,0,3.6,3.2,36,0.74,18,29.71,0
326,0,23-Mar-09,9,2,23,2.25,4,4.6,1,4.9,1.6,35,0.36,10,30.35,0
326,1,24-Mar-09,5,2,18,2.75,4,5,1,4.3,2,32,0.35,8,30.43,0
326,2,25-Mar-09,6,1,18,2.75,4,5,0,4.5,1.7,42,0.24,3,30.35,0
326,3,26-Mar-09,8,0,9,3,4,5.6,1,5.025,1.6,39,0.8,8,30.07,0.29
326,4,27-Mar-09,8,2,30,3.25,4,4.6,0,4.3,1.9,44,0.79,6,29.93,0
326,6,29-Mar-09,10,0,14,3,4,3.6,1,3.5,1.7,48,0.9,10,29.54,0.12
326,7,30-Mar-09,8,1,26,3,4,3.2,0,3.1,3,36,0.74,18,29.71,0
327,0,23-Mar-09,7,0,0,2.75,4,5,1,4.8,3.475,35,0.36,10,30.35,0
327,1,24-Mar-09,7,0,12,3.25,3,4.4,1,5.2,2.2,32,0.35,8,30.43,0
327,2,25-Mar-09,7,1,12,2.25,4,4.2,1,3.8,1.7,42,0.24,3,30.35,0
327,3,26-Mar-09,7,0,15,1.5,4,3.2,0,2.9,2.1,39,0.8,8,30.07,0.29
327,4,27-Mar-09,7,3,18,3,4,5.4,1,4.7,1.2,44,0.79,6,29.93,0
327,5,28-Mar-09,7,0,9,3.25,4,5.4,1,4.3,1.5,47,0.86,3,29.95,0.04
327,6,29-Mar-09,8,0,6,2.75,4,5.4,,3.5,2.3,48,0.9,10,29.54,0.12
327,7,30-Mar-09,7,0,12,1.75,3,3.4,1,3,1.1,36,0.74,18,29.71,0
328,0,23-Mar-09,5,3,3,2.75,3,4.8,0,4.4,2.8,35,0.36,10,30.35,0
328,1,24-Mar-09,6,4,9,1.75,2,2.6,0,3.9,4.2,32,0.35,8,30.43,0
328,2,25-Mar-09,7,3,9,1.5,3,1.6,0,2.2,5.9,42,0.24,3,30.35,0
328,3,26-Mar-09,8,0,9,2.5,4,4.2,1,1.8,3.9,39,0.8,8,30.07,0.29
328,4,27-Mar-09,7,4,0,3.25,4,4.6,0,4.5,1.1,44,0.79,6,29.93,0
328,5,28-Mar-09,8,1,0,2.5,4,4.6,1,4.8,1.1,47,0.86,3,29.95,0.04
328,6,29-Mar-09,9,0,9,2.5,4,4.8,1,3.7,1.9,48,0.9,10,29.54,0.12
328,7,30-Mar-09,7,1,3,4,5,5.8,1,5.1,1,36,0.74,18,29.71,0
329,0,23-Mar-09,9,2,14,3,3,4.2,0,5.2,3.1,35,0.36,10,30.35,0
329,1,24-Mar-09,7,2,5,2.5,3,4,0,4.3,2.9,32,0.35,8,30.43,0
329,2,25-Mar-09,9,2,14,2.75,4,3.8,1,4.5,2.5,42,0.24,3,30.35,0
329,3,26-Mar-09,8,0,6,2,3,3.4,1,4.2,2.6,39,0.8,8,30.07,0.29
329,4,27-Mar-09,8,3,3,2,3,3.2,0,3.5,3.7,44,0.79,6,29.93,0
329,5,28-Mar-09,9,2,0,2.5,4,5,1,4.7,3.1,47,0.86,3,29.95,0.04
329,6,29-Mar-09,4,2,0,3,3,5.2,1,4.5,2.9,48,0.9,10,29.54,0.12
329,7,30-Mar-09,9,0,14,2.5,3,4.2,1,3.7,2.1,36,0.74,18,29.71,0
330,0,23-Mar-09,4,1,11,3,4,4.2,1,3.7,3.3,35,0.36,10,30.35,0
330,1,24-Mar-09,7.5,2,22,3,3,5.2,1,4,1.6,32,0.35,8,30.43,0
330,2,25-Mar-09,7,3,18,3,3,4.2,0,3.4,1.4,42,0.24,3,30.35,0
330,3,26-Mar-09,6.5,0,27,3.25,4,3.8,0,3.5,1.1,39,0.8,8,30.07,0.29
330,4,27-Mar-09,5,4,6,3,3,3,1,2.9,1.6,44,0.79,6,29.93,0
330,5,28-Mar-09,8,4,14,3.25,4,3,1,2.9,1.6,47,0.86,3,29.95,0.04
330,6,29-Mar-09,6,4,13,2.75,4,2.6,1,2.9,2.5,48,0.9,10,29.54,0.12
330,7,30-Mar-09,4,1,16,2.5,3,2.4,0,2.4,2.3,36,0.74,18,29.71,0
331,0,23-Mar-09,5,3,0,0.75,2,2,0,1.8,5,35,0.36,10,30.35,0
331,1,24-Mar-09,10,3,0,2,1,1.8,1,2.1,5.6,32,0.35,8,30.43,0
331,2,25-Mar-09,5,3,0,2.75,3,4.8,0,3.1,2.5,42,0.24,3,30.35,0
331,3,26-Mar-09,7,1,3,2.25,4,3.8,1,3.3,1.9,39,0.8,8,30.07,0.29
331,4,27-Mar-09,6,2,3,3,4,4.8,1,3.9,3.5,44,0.79,6,29.93,0
331,5,28-Mar-09,4,1,0,1.5,4,4.2,1,3.1,3.7,47,0.86,3,29.95,0.04
331,6,29-Mar-09,6,1,0,2.25,4,3.8,1,2.7,2,48,0.9,10,29.54,0.12
331,7,30-Mar-09,6,2,0,2.5,5,5.6,1,4,2.4,36,0.74,18,29.71,0
332,0,23-Mar-09,6,1,6,2.75,4,3.4,1,4.4,3.7,35,0.36,10,30.35,0
332,1,24-Mar-09,5,1,9,2.5,2,3,0,2.7,3.7,32,0.35,8,30.43,0
332,2,25-Mar-09,8,2,5,2.25,3,4.6,1,2.8,2,42,0.24,3,30.35,0
332,3,26-Mar-09,6,0,32,2.75,4,4.4,1,3.8,1.6,39,0.8,8,30.07,0.29
332,4,27-Mar-09,6,3,38,2.75,3,4.8,1,3.3,1.9,44,0.79,6,29.93,0
332,5,28-Mar-09,5,4,31,2,3,5,1,3.8,1.3,47,0.86,3,29.95,0.04
332,6,29-Mar-09,5,2,9,2.75,2,3.6,1,2.2,2.5,48,0.9,10,29.54,0.12
332,7,30-Mar-09,6,1,40,2.25,1,2.8,1,1.4,2.6,36,0.74,18,29.71,0
333,0,23-Mar-09,7,2,6,2.5,4,3.4,1,4.8,2.9,35,0.36,10,30.35,0
333,1,24-Mar-09,8,2,52,3,4,4.6,1,4,1.8,32,0.35,8,30.43,0
333,2,25-Mar-09,7,2,38,2,3,4.4,0,4.4,2.2,42,0.24,3,30.35,0
333,3,26-Mar-09,7,1,22,3,4,5,1,4.8,2.1,39,0.8,8,30.07,0.29
333,4,27-Mar-09,7,4,25,3.5,4,5,1,4.3,1.7,44,0.79,6,29.93,0
333,5,28-Mar-09,8,4,28,2.75,4,5,1,4.2,1.4,47,0.86,3,29.95,0.04
333,6,29-Mar-09,6,2,6,2.25,4,4,1,2.9,1.6,48,0.9,10,29.54,0.12
333,7,30-Mar-09,6,0,28,3.5,3,4,1,3.8,1.7,36,0.74,18,29.71,0
334,0,23-Mar-09,5.5,1,0,2.75,2,1,0,3,5.2,35,0.36,10,30.35,0
334,1,24-Mar-09,8,2,0,3.75,2,5.8,1,5.1,2.7,32,0.35,8,30.43,0
